game_date,game_loc,away_team,away_team_score,home_team,home_team_score
"Saturday, April 30, 2022",RingCentral Coliseum,Cleveland Guardians,3,Oakland Athletics,1
"Saturday, April 30, 2022",PNC Park,San Diego Padres,6,Pittsburgh Pirates,7
"Saturday, April 30, 2022",Oracle Park,Washington Nationals,3,San Francisco Giants,9
"Saturday, April 30, 2022",Busch Stadium III,Arizona Diamondbacks,2,St. Louis Cardinals,0
"Saturday, April 30, 2022",Tropicana Field,Minnesota Twins,9,Tampa Bay Rays,1
"Saturday, April 30, 2022",Globe Life Field,Atlanta Braves,1,Texas Rangers,3
"Saturday, April 30, 2022",Rogers Centre,Houston Astros,1,Toronto Blue Jays,2
"Sunday, May 1, 2022",Oriole Park at Camden Yards,Boston Red Sox,5,Baltimore Orioles,9
"Sunday, May 1, 2022",Guaranteed Rate Field,Los Angeles Angels,6,Chicago White Sox,5
"Sunday, May 1, 2022",Coors Field,Cincinnati Reds,1,Colorado Rockies,10
"Sunday, May 1, 2022",Kauffman Stadium,New York Yankees,6,Kansas City Royals,4
"Sunday, May 1, 2022",Dodger Stadium,Detroit Tigers,3,Los Angeles Dodgers,6
"Sunday, May 1, 2022",loanDepot park,Seattle Mariners,7,Miami Marlins,3
"Sunday, May 1, 2022",American Family Field,Chicago Cubs,2,Milwaukee Brewers,0
"Sunday, May 1, 2022",Citi Field,Philadelphia Phillies,6,New York Mets,10
"Sunday, May 1, 2022",RingCentral Coliseum,Cleveland Guardians,7,Oakland Athletics,3
"Sunday, May 1, 2022",PNC Park,San Diego Padres,5,Pittsburgh Pirates,2
"Sunday, May 1, 2022",Oracle Park,Washington Nationals,11,San Francisco Giants,5
"Sunday, May 1, 2022",Busch Stadium III,Arizona Diamondbacks,5,St. Louis Cardinals,7
"Sunday, May 1, 2022",Tropicana Field,Minnesota Twins,9,Tampa Bay Rays,3
"Sunday, May 1, 2022",Globe Life Field,Atlanta Braves,3,Texas Rangers,7
"Sunday, May 1, 2022",Rogers Centre,Houston Astros,2,Toronto Blue Jays,3
"Monday, May 2, 2022",Oriole Park at Camden Yards,Minnesota Twins,2,Baltimore Orioles,1
"Monday, May 2, 2022",Guaranteed Rate Field,Los Angeles Angels,0,Chicago White Sox,3
"Monday, May 2, 2022",Minute Maid Park,Seattle Mariners,0,Houston Astros,3
"Monday, May 2, 2022",loanDepot park,Arizona Diamondbacks,5,Miami Marlins,4
"Monday, May 2, 2022",Citi Field,Atlanta Braves,5,New York Mets,2
"Monday, May 2, 2022",RingCentral Coliseum,Tampa Bay Rays,6,Oakland Athletics,1
"Monday, May 2, 2022",Busch Stadium III,Kansas City Royals,0,St. Louis Cardinals,1
"Monday, May 2, 2022",Rogers Centre,New York Yankees,3,Toronto Blue Jays,2
"Tuesday, May 3, 2022",Oriole Park at Camden Yards,Minnesota Twins,7,Baltimore Orioles,2
"Tuesday, May 3, 2022",Fenway Park,Los Angeles Angels,0,Boston Red Sox,4
"Tuesday, May 3, 2022",Wrigley Field,Chicago White Sox,3,Chicago Cubs,1
"Tuesday, May 3, 2022",Coors Field,Washington Nationals,10,Colorado Rockies,2
"Tuesday, May 3, 2022",Minute Maid Park,Seattle Mariners,0,Houston Astros,4
"Tuesday, May 3, 2022",Kauffman Stadium,St. Louis Cardinals,1,Kansas City Royals,7
"Tuesday, May 3, 2022",Dodger Stadium,San Francisco Giants,1,Los Angeles Dodgers,3
"Tuesday, May 3, 2022",loanDepot park,Arizona Diamondbacks,5,Miami Marlins,4
"Tuesday, May 3, 2022",American Family Field,Cincinnati Reds,3,Milwaukee Brewers,6
"Tuesday, May 3, 2022",Citi Field,Atlanta Braves,4,New York Mets,5
"Tuesday, May 3, 2022",Citi Field,Atlanta Braves,0,New York Mets,3
"Tuesday, May 3, 2022",RingCentral Coliseum,Tampa Bay Rays,10,Oakland Athletics,7
"Tuesday, May 3, 2022",Citizens Bank Park,Texas Rangers,6,Philadelphia Phillies,4
"Tuesday, May 3, 2022",Rogers Centre,New York Yankees,9,Toronto Blue Jays,1
"Wednesday, May 4, 2022",Oriole Park at Camden Yards,Minnesota Twins,4,Baltimore Orioles,9
"Wednesday, May 4, 2022",Fenway Park,Los Angeles Angels,10,Boston Red Sox,5
"Wednesday, May 4, 2022",Wrigley Field,Chicago White Sox,4,Chicago Cubs,3
"Wednesday, May 4, 2022",Progressive Field,San Diego Padres,5,Cleveland Guardians,4
"Wednesday, May 4, 2022",Progressive Field,San Diego Padres,5,Cleveland Guardians,6
"Wednesday, May 4, 2022",Coors Field,Washington Nationals,2,Colorado Rockies,5
"Wednesday, May 4, 2022",Comerica Park,Pittsburgh Pirates,2,Detroit Tigers,3
"Wednesday, May 4, 2022",Comerica Park,Pittsburgh Pirates,7,Detroit Tigers,2
"Wednesday, May 4, 2022",Minute Maid Park,Seattle Mariners,2,Houston Astros,7
"Wednesday, May 4, 2022",Kauffman Stadium,St. Louis Cardinals,10,Kansas City Royals,0
"Wednesday, May 4, 2022",Dodger Stadium,San Francisco Giants,1,Los Angeles Dodgers,9
"Wednesday, May 4, 2022",loanDepot park,Arizona Diamondbacks,8,Miami Marlins,7
"Wednesday, May 4, 2022",American Family Field,Cincinnati Reds,4,Milwaukee Brewers,18
"Wednesday, May 4, 2022",Citi Field,Atlanta Braves,9,New York Mets,2
"Wednesday, May 4, 2022",RingCentral Coliseum,Tampa Bay Rays,3,Oakland Athletics,0
"Wednesday, May 4, 2022",Citizens Bank Park,Texas Rangers,2,Philadelphia Phillies,1
"Wednesday, May 4, 2022",Rogers Centre,New York Yankees,1,Toronto Blue Jays,2
"Thursday, May 5, 2022",Oriole Park at Camden Yards,Minnesota Twins,3,Baltimore Orioles,5
"Thursday, May 5, 2022",Fenway Park,Los Angeles Angels,8,Boston Red Sox,0
"Thursday, May 5, 2022",Progressive Field,Toronto Blue Jays,5,Cleveland Guardians,6
"Thursday, May 5, 2022",Coors Field,Washington Nationals,7,Colorado Rockies,9
"Thursday, May 5, 2022",Minute Maid Park,Detroit Tigers,2,Houston Astros,3
"Thursday, May 5, 2022",American Family Field,Cincinnati Reds,5,Milwaukee Brewers,10
"Thursday, May 5, 2022",Citizens Bank Park,New York Mets,8,Philadelphia Phillies,7
"Thursday, May 5, 2022",Petco Park,Miami Marlins,1,San Diego Padres,2
"Thursday, May 5, 2022",T-Mobile Park,Tampa Bay Rays,4,Seattle Mariners,3
"Thursday, May 5, 2022",Oracle Park,St. Louis Cardinals,7,San Francisco Giants,1
"Friday, May 6, 2022",Angel Stadium of Anaheim,Washington Nationals,0,Los Angeles Angels,3
"Friday, May 6, 2022",Chase Field,Colorado Rockies,1,Arizona Diamondbacks,4
"Friday, May 6, 2022",Truist Park,Milwaukee Brewers,6,Atlanta Braves,3
"Friday, May 6, 2022",Fenway Park,Chicago White Sox,4,Boston Red Sox,2
"Friday, May 6, 2022",Minute Maid Park,Detroit Tigers,2,Houston Astros,3
"Friday, May 6, 2022",Target Field,Oakland Athletics,1,Minnesota Twins,2
"Friday, May 6, 2022",Petco Park,Miami Marlins,2,San Diego Padres,3
"Friday, May 6, 2022",T-Mobile Park,Tampa Bay Rays,8,Seattle Mariners,7
"Friday, May 6, 2022",Oracle Park,St. Louis Cardinals,3,San Francisco Giants,2
"Saturday, May 7, 2022",Angel Stadium of Anaheim,Washington Nationals,7,Los Angeles Angels,3
"Saturday, May 7, 2022",Chase Field,Colorado Rockies,4,Arizona Diamondbacks,1
"Saturday, May 7, 2022",Truist Park,Milwaukee Brewers,2,Atlanta Braves,3
"Saturday, May 7, 2022",Fenway Park,Chicago White Sox,3,Boston Red Sox,1
"Saturday, May 7, 2022",Wrigley Field,Los Angeles Dodgers,7,Chicago Cubs,0
"Saturday, May 7, 2022",Wrigley Field,Los Angeles Dodgers,6,Chicago Cubs,2
"Saturday, May 7, 2022",Great American Ball Park,Pittsburgh Pirates,2,Cincinnati Reds,9
"Saturday, May 7, 2022",Great American Ball Park,Pittsburgh Pirates,8,Cincinnati Reds,5
"Saturday, May 7, 2022",Progressive Field,Toronto Blue Jays,8,Cleveland Guardians,3
"Saturday, May 7, 2022",Progressive Field,Toronto Blue Jays,2,Cleveland Guardians,8
"Saturday, May 7, 2022",Minute Maid Park,Detroit Tigers,2,Houston Astros,3
"Saturday, May 7, 2022",Target Field,Oakland Athletics,0,Minnesota Twins,1
"Saturday, May 7, 2022",Petco Park,Miami Marlins,8,San Diego Padres,0
"Saturday, May 7, 2022",T-Mobile Park,Tampa Bay Rays,8,Seattle Mariners,2
"Saturday, May 7, 2022",Oracle Park,St. Louis Cardinals,7,San Francisco Giants,13
"Sunday, May 8, 2022",Angel Stadium of Anaheim,Washington Nationals,4,Los Angeles Angels,5
"Sunday, May 8, 2022",Chase Field,Colorado Rockies,0,Arizona Diamondbacks,4
"Sunday, May 8, 2022",Truist Park,Milwaukee Brewers,2,Atlanta Braves,9
"Sunday, May 8, 2022",Oriole Park at Camden Yards,Kansas City Royals,6,Baltimore Orioles,4
"Sunday, May 8, 2022",Oriole Park at Camden Yards,Kansas City Royals,2,Baltimore Orioles,4
"Sunday, May 8, 2022",Fenway Park,Chicago White Sox,3,Boston Red Sox,2
"Sunday, May 8, 2022",Wrigley Field,Los Angeles Dodgers,7,Chicago Cubs,1
"Sunday, May 8, 2022",Great American Ball Park,Pittsburgh Pirates,3,Cincinnati Reds,7
"Sunday, May 8, 2022",Progressive Field,Toronto Blue Jays,3,Cleveland Guardians,4
"Sunday, May 8, 2022",Minute Maid Park,Detroit Tigers,0,Houston Astros,5
"Sunday, May 8, 2022",Target Field,Oakland Athletics,3,Minnesota Twins,4
"Sunday, May 8, 2022",Yankee Stadium III,Texas Rangers,1,New York Yankees,2
"Sunday, May 8, 2022",Yankee Stadium III,Texas Rangers,4,New York Yankees,2
"Sunday, May 8, 2022",Citizens Bank Park,New York Mets,2,Philadelphia Phillies,3
"Sunday, May 8, 2022",Citizens Bank Park,New York Mets,6,Philadelphia Phillies,1
"Sunday, May 8, 2022",Petco Park,Miami Marlins,2,San Diego Padres,3
"Sunday, May 8, 2022",T-Mobile Park,Tampa Bay Rays,1,Seattle Mariners,2
"Sunday, May 8, 2022",Oracle Park,St. Louis Cardinals,3,San Francisco Giants,4
"Monday, May 9, 2022",Angel Stadium of Anaheim,Tampa Bay Rays,3,Los Angeles Angels,11
"Monday, May 9, 2022",Chase Field,Miami Marlins,3,Arizona Diamondbacks,4
"Monday, May 9, 2022",Oriole Park at Camden Yards,Kansas City Royals,1,Baltimore Orioles,6
"Monday, May 9, 2022",Guaranteed Rate Field,Cleveland Guardians,12,Chicago White Sox,9
"Monday, May 9, 2022",Great American Ball Park,Milwaukee Brewers,5,Cincinnati Reds,10
"Monday, May 9, 2022",Comerica Park,Oakland Athletics,2,Detroit Tigers,0
"Monday, May 9, 2022",Yankee Stadium III,Texas Rangers,0,New York Yankees,1
"Monday, May 9, 2022",PNC Park,Los Angeles Dodgers,1,Pittsburgh Pirates,5
"Monday, May 9, 2022",Petco Park,Chicago Cubs,6,San Diego Padres,0
"Monday, May 9, 2022",T-Mobile Park,Philadelphia Phillies,9,Seattle Mariners,0
"Monday, May 9, 2022",Oracle Park,Colorado Rockies,5,San Francisco Giants,8
"Tuesday, May 10, 2022",Angel Stadium of Anaheim,Tampa Bay Rays,0,Los Angeles Angels,12
"Tuesday, May 10, 2022",Chase Field,Miami Marlins,3,Arizona Diamondbacks,9
"Tuesday, May 10, 2022",Truist Park,Boston Red Sox,9,Atlanta Braves,4
"Tuesday, May 10, 2022",Guaranteed Rate Field,Cleveland Guardians,1,Chicago White Sox,4
"Tuesday, May 10, 2022",Great American Ball Park,Milwaukee Brewers,5,Cincinnati Reds,4
"Tuesday, May 10, 2022",Comerica Park,Oakland Athletics,0,Detroit Tigers,6
"Tuesday, May 10, 2022",Comerica Park,Oakland Athletics,4,Detroit Tigers,1
"Tuesday, May 10, 2022",Target Field,Houston Astros,5,Minnesota Twins,0
"Tuesday, May 10, 2022",Yankee Stadium III,Toronto Blue Jays,5,New York Yankees,6
"Tuesday, May 10, 2022",PNC Park,Los Angeles Dodgers,11,Pittsburgh Pirates,1
"Tuesday, May 10, 2022",Petco Park,Chicago Cubs,4,San Diego Padres,5
"Tuesday, May 10, 2022",T-Mobile Park,Philadelphia Phillies,4,Seattle Mariners,5
"Tuesday, May 10, 2022",Oracle Park,Colorado Rockies,2,San Francisco Giants,9
"Tuesday, May 10, 2022",Busch Stadium III,Baltimore Orioles,5,St. Louis Cardinals,3
"Tuesday, May 10, 2022",Globe Life Field,Kansas City Royals,4,Texas Rangers,6
"Tuesday, May 10, 2022",Nationals Park,New York Mets,4,Washington Nationals,2
"Wednesday, May 11, 2022",Angel Stadium of Anaheim,Tampa Bay Rays,4,Los Angeles Angels,2
"Wednesday, May 11, 2022",Chase Field,Miami Marlins,11,Arizona Diamondbacks,3
"Wednesday, May 11, 2022",Truist Park,Boston Red Sox,3,Atlanta Braves,5
"Wednesday, May 11, 2022",Great American Ball Park,Milwaukee Brewers,11,Cincinnati Reds,14
"Wednesday, May 11, 2022",Comerica Park,Oakland Athletics,9,Detroit Tigers,0
"Wednesday, May 11, 2022",Target Field,Houston Astros,11,Minnesota Twins,3
"Wednesday, May 11, 2022",Yankee Stadium III,Toronto Blue Jays,3,New York Yankees,5
"Wednesday, May 11, 2022",PNC Park,Los Angeles Dodgers,3,Pittsburgh Pirates,5
"Wednesday, May 11, 2022",Petco Park,Chicago Cubs,7,San Diego Padres,5
"Wednesday, May 11, 2022",T-Mobile Park,Philadelphia Phillies,4,Seattle Mariners,2
"Wednesday, May 11, 2022",Oracle Park,Colorado Rockies,1,San Francisco Giants,7
"Wednesday, May 11, 2022",Busch Stadium III,Baltimore Orioles,1,St. Louis Cardinals,10
"Wednesday, May 11, 2022",Globe Life Field,Kansas City Royals,8,Texas Rangers,2
"Wednesday, May 11, 2022",Nationals Park,New York Mets,3,Washington Nationals,8
"Thursday, May 12, 2022",Guaranteed Rate Field,New York Yankees,15,Chicago White Sox,7
"Thursday, May 12, 2022",Comerica Park,Oakland Athletics,5,Detroit Tigers,3
"Thursday, May 12, 2022",Dodger Stadium,Philadelphia Phillies,9,Los Angeles Dodgers,7
"Thursday, May 12, 2022",Target Field,Houston Astros,5,Minnesota Twins,0
"Thursday, May 12, 2022",PNC Park,Cincinnati Reds,4,Pittsburgh Pirates,0
"Thursday, May 12, 2022",Busch Stadium III,Baltimore Orioles,3,St. Louis Cardinals,2
"Thursday, May 12, 2022",Globe Life Field,Kansas City Royals,1,Texas Rangers,3
"Thursday, May 12, 2022",Nationals Park,New York Mets,4,Washington Nationals,1
"Friday, May 13, 2022",Chase Field,Chicago Cubs,3,Arizona Diamondbacks,4
"Friday, May 13, 2022",Truist Park,San Diego Padres,11,Atlanta Braves,6
"Friday, May 13, 2022",Guaranteed Rate Field,New York Yankees,10,Chicago White Sox,4
"Friday, May 13, 2022",Coors Field,Kansas City Royals,14,Colorado Rockies,10
"Friday, May 13, 2022",Comerica Park,Baltimore Orioles,2,Detroit Tigers,4
"Friday, May 13, 2022",Dodger Stadium,Philadelphia Phillies,12,Los Angeles Dodgers,10
"Friday, May 13, 2022",loanDepot park,Milwaukee Brewers,2,Miami Marlins,1
"Friday, May 13, 2022",Target Field,Cleveland Guardians,8,Minnesota Twins,12
"Friday, May 13, 2022",Citi Field,Seattle Mariners,2,New York Mets,1
"Friday, May 13, 2022",RingCentral Coliseum,Los Angeles Angels,2,Oakland Athletics,0
"Friday, May 13, 2022",PNC Park,Cincinnati Reds,8,Pittsburgh Pirates,2
"Friday, May 13, 2022",Busch Stadium III,San Francisco Giants,8,St. Louis Cardinals,2
"Friday, May 13, 2022",Tropicana Field,Toronto Blue Jays,2,Tampa Bay Rays,5
"Friday, May 13, 2022",Globe Life Field,Boston Red Sox,7,Texas Rangers,1
"Friday, May 13, 2022",Nationals Park,Houston Astros,6,Washington Nationals,1
"Saturday, May 14, 2022",Chase Field,Chicago Cubs,4,Arizona Diamondbacks,2
"Saturday, May 14, 2022",Truist Park,San Diego Padres,5,Atlanta Braves,6
"Saturday, May 14, 2022",Guaranteed Rate Field,New York Yankees,2,Chicago White Sox,3
"Saturday, May 14, 2022",Coors Field,Kansas City Royals,4,Colorado Rockies,10
"Saturday, May 14, 2022",Comerica Park,Baltimore Orioles,0,Detroit Tigers,3
"Saturday, May 14, 2022",Dodger Stadium,Philadelphia Phillies,8,Los Angeles Dodgers,3
"Saturday, May 14, 2022",loanDepot park,Milwaukee Brewers,3,Miami Marlins,9
"Saturday, May 14, 2022",Target Field,Cleveland Guardians,3,Minnesota Twins,2
"Saturday, May 14, 2022",Citi Field,Seattle Mariners,4,New York Mets,5
"Saturday, May 14, 2022",RingCentral Coliseum,Los Angeles Angels,3,Oakland Athletics,4
"Saturday, May 14, 2022",RingCentral Coliseum,Los Angeles Angels,9,Oakland Athletics,1
"Saturday, May 14, 2022",PNC Park,Cincinnati Reds,1,Pittsburgh Pirates,3
"Saturday, May 14, 2022",Busch Stadium III,San Francisco Giants,0,St. Louis Cardinals,4
"Saturday, May 14, 2022",Tropicana Field,Toronto Blue Jays,5,Tampa Bay Rays,1
"Saturday, May 14, 2022",Globe Life Field,Boston Red Sox,11,Texas Rangers,3
"Saturday, May 14, 2022",Nationals Park,Houston Astros,6,Washington Nationals,13
"Sunday, May 15, 2022",Chase Field,Chicago Cubs,3,Arizona Diamondbacks,2
"Sunday, May 15, 2022",Truist Park,San Diego Padres,7,Atlanta Braves,3
"Sunday, May 15, 2022",Guaranteed Rate Field,New York Yankees,5,Chicago White Sox,1
"Sunday, May 15, 2022",Coors Field,Kansas City Royals,8,Colorado Rockies,7
"Sunday, May 15, 2022",Comerica Park,Baltimore Orioles,1,Detroit Tigers,5
"Sunday, May 15, 2022",Dodger Stadium,Philadelphia Phillies,4,Los Angeles Dodgers,5
"Sunday, May 15, 2022",loanDepot park,Milwaukee Brewers,7,Miami Marlins,3
"Sunday, May 15, 2022",Target Field,Cleveland Guardians,1,Minnesota Twins,3
"Sunday, May 15, 2022",Citi Field,Seattle Mariners,8,New York Mets,7
"Sunday, May 15, 2022",RingCentral Coliseum,Los Angeles Angels,4,Oakland Athletics,1
"Sunday, May 15, 2022",PNC Park,Cincinnati Reds,0,Pittsburgh Pirates,1
"Sunday, May 15, 2022",Busch Stadium III,San Francisco Giants,6,St. Louis Cardinals,15
"Sunday, May 15, 2022",Tropicana Field,Toronto Blue Jays,0,Tampa Bay Rays,3
"Sunday, May 15, 2022",Globe Life Field,Boston Red Sox,1,Texas Rangers,7
"Sunday, May 15, 2022",Nationals Park,Houston Astros,8,Washington Nationals,0
"Monday, May 16, 2022",Oriole Park at Camden Yards,New York Yankees,6,Baltimore Orioles,2
"Monday, May 16, 2022",Fenway Park,Houston Astros,3,Boston Red Sox,6
"Monday, May 16, 2022",Wrigley Field,Pittsburgh Pirates,0,Chicago Cubs,9
"Monday, May 16, 2022",Coors Field,San Francisco Giants,7,Colorado Rockies,6
"Monday, May 16, 2022",Kauffman Stadium,Chicago White Sox,5,Kansas City Royals,3
"Monday, May 16, 2022",Dodger Stadium,Arizona Diamondbacks,4,Los Angeles Dodgers,5
"Monday, May 16, 2022",loanDepot park,Washington Nationals,2,Miami Marlins,8
"Monday, May 16, 2022",American Family Field,Atlanta Braves,0,Milwaukee Brewers,1
"Monday, May 16, 2022",RingCentral Coliseum,Minnesota Twins,3,Oakland Athletics,1
"Monday, May 16, 2022",Tropicana Field,Detroit Tigers,3,Tampa Bay Rays,2
"Monday, May 16, 2022",Globe Life Field,Los Angeles Angels,4,Texas Rangers,7
"Monday, May 16, 2022",Rogers Centre,Seattle Mariners,2,Toronto Blue Jays,6
"Tuesday, May 17, 2022",Oriole Park at Camden Yards,New York Yankees,5,Baltimore Orioles,4
"Tuesday, May 17, 2022",Fenway Park,Houston Astros,13,Boston Red Sox,4
"Tuesday, May 17, 2022",Wrigley Field,Pittsburgh Pirates,0,Chicago Cubs,7
"Tuesday, May 17, 2022",Progressive Field,Cincinnati Reds,5,Cleveland Guardians,4
"Tuesday, May 17, 2022",Coors Field,San Francisco Giants,10,Colorado Rockies,7
"Tuesday, May 17, 2022",Kauffman Stadium,Chicago White Sox,3,Kansas City Royals,0
"Tuesday, May 17, 2022",Kauffman Stadium,Chicago White Sox,1,Kansas City Royals,2
"Tuesday, May 17, 2022",Dodger Stadium,Arizona Diamondbacks,6,Los Angeles Dodgers,7
"Tuesday, May 17, 2022",Dodger Stadium,Arizona Diamondbacks,3,Los Angeles Dodgers,12
"Tuesday, May 17, 2022",loanDepot park,Washington Nationals,1,Miami Marlins,5
"Tuesday, May 17, 2022",American Family Field,Atlanta Braves,3,Milwaukee Brewers,0
"Tuesday, May 17, 2022",Citi Field,St. Louis Cardinals,1,New York Mets,3
"Tuesday, May 17, 2022",Citi Field,St. Louis Cardinals,4,New York Mets,3
"Tuesday, May 17, 2022",RingCentral Coliseum,Minnesota Twins,2,Oakland Athletics,5
"Tuesday, May 17, 2022",Citizens Bank Park,San Diego Padres,3,Philadelphia Phillies,0
"Tuesday, May 17, 2022",Tropicana Field,Detroit Tigers,1,Tampa Bay Rays,8
"Tuesday, May 17, 2022",Globe Life Field,Los Angeles Angels,5,Texas Rangers,10
"Tuesday, May 17, 2022",Rogers Centre,Seattle Mariners,0,Toronto Blue Jays,3
"Wednesday, May 18, 2022",Oriole Park at Camden Yards,New York Yankees,3,Baltimore Orioles,2
"Wednesday, May 18, 2022",Fenway Park,Houston Astros,1,Boston Red Sox,5
"Wednesday, May 18, 2022",Wrigley Field,Pittsburgh Pirates,3,Chicago Cubs,2
"Wednesday, May 18, 2022",Coors Field,San Francisco Giants,3,Colorado Rockies,5
"Wednesday, May 18, 2022",Kauffman Stadium,Chicago White Sox,2,Kansas City Royals,6
"Wednesday, May 18, 2022",Dodger Stadium,Arizona Diamondbacks,3,Los Angeles Dodgers,5
"Wednesday, May 18, 2022",loanDepot park,Washington Nationals,5,Miami Marlins,4
"Wednesday, May 18, 2022",American Family Field,Atlanta Braves,6,Milwaukee Brewers,7
"Wednesday, May 18, 2022",Citi Field,St. Louis Cardinals,4,New York Mets,11
"Wednesday, May 18, 2022",RingCentral Coliseum,Minnesota Twins,14,Oakland Athletics,4
"Wednesday, May 18, 2022",Citizens Bank Park,San Diego Padres,0,Philadelphia Phillies,3
"Wednesday, May 18, 2022",Tropicana Field,Detroit Tigers,1,Tampa Bay Rays,6
"Wednesday, May 18, 2022",Globe Life Field,Los Angeles Angels,5,Texas Rangers,6
